"項目","単位","1980_S55","1981_S56","1982_S57","1983_S58","1984_S59","1985_S60","1986_S61","1987_S62","1988_S63","1989_H1","1990_H2","1991_H3","1992_H4","1993_H5","1994_H6","1995_H7","1996_H8","1997_H9","1998_H10","1999_H11","2000_H12","2001_H13","2002_H14","2003_H15","2004_H16","2005_H17","有効数字(少数桁)"
"農業編（農家・人口）_13_男女別年齢別世帯員数_男女計_65～69","人","13384.0","","","","","12281.0","","","","","14214.0","","","","","15481.0","","","","","13583.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男女計_70歳以上","人","28754.0","","","","","28581.0","","","","","28270.0","","","","","30218.0","","","","","34113.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男女計_（70～74）","人","…","","","","","…","","","","","…","","","","","12235.0","","","","","13823.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男女計_（75歳以上）","人","…","","","","","…","","","","","…","","","","","17983.0","","","","","20290.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男","人","118832.0","","","","","106964.0","","","","","95541.0","","","","","84139.0","","","","","76926.0","","","","","64406.0",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_14歳以下","人","22009.0","","","","","19761.0","","","","","16249.0","","","","","12135.0","","","","","9825.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_15～19","人","8237.0","","","","","6486.0","","","","","6237.0","","","","","5310.0","","","","","5005.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_（15）","人","1927.0","","","","","1519.0","","","","","1325.0","","","","","…","","","","","…","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_（16～19）","人","6310.0","","","","","4967.0","","","","","4912.0","","","","","…","","","","","…","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_20～24","人","7528.0","","","","","5776.0","","","","","4450.0","","","","","4437.0","","","","","4343.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_25～29","人","7826.0","","","","","6340.0","","","","","4700.0","","","","","3643.0","","","","","3753.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_30～34","人","7564.0","","","","","6733.0","","","","","5337.0","","","","","3789.0","","","","","2965.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_35～39","人","6015.0","","","","","7094.0","","","","","6175.0","","","","","4813.0","","","","","3556.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_40～44","人","6942.0","","","","","5700.0","","","","","6641.0","","","","","5928.0","","","","","4709.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_45～49","人","9130.0","","","","","6333.0","","","","","5229.0","","","","","6195.0","","","","","5557.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_50～54","人","10122.0","","","","","8352.0","","","","","5916.0","","","","","4942.0","","","","","5816.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_55～59","人","8224.0","","","","","9128.0","","","","","7578.0","","","","","5369.0","","","","","4570.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_60～64","人","6825.0","","","","","7558.0","","","","","8565.0","","","","","7205.0","","","","","5272.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_65～69","人","5986.0","","","","","5722.0","","","","","6660.0","","","","","7579.0","","","","","6542.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_70歳以上","人","12424.0","","","","","11981.0","","","","","11804.0","","","","","12794.0","","","","","15013.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_（70～74）","人","…","","","","","…","","","","","…","","","","","5630.0","","","","","6719.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_男_（75歳以上）","人","…","","","","","…","","","","","…","","","","","7164.0","","","","","8294.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女","人","126692.0","","","","","114450.0","","","","","103186.0","","","","","91179.0","","","","","83249.0","","","","","69833.0",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_14歳以下","人","20953.0","","","","","18884.0","","","","","15679.0","","","","","11558.0","","","","","9278.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_15～19","人","7969.0","","","","","6016.0","","","","","5747.0","","","","","4918.0","","","","","4743.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_（15）","人","1909.0","","","","","1394.0","","","","","1268.0","","","","","…","","","","","…","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_（16～19）","人","6060.0","","","","","4622.0","","","","","4479.0","","","","","…","","","","","…","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_20～24","人","7550.0","","","","","6253.0","","","","","4969.0","","","","","4610.0","","","","","4351.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_25～29","人","7208.0","","","","","5951.0","","","","","4929.0","","","","","3820.0","","","","","3652.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_30～34","人","7051.0","","","","","6633.0","","","","","5393.0","","","","","4283.0","","","","","3220.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_35～39","人","6984.0","","","","","6683.0","","","","","6179.0","","","","","5175.0","","","","","4124.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_40～44","人","7902.0","","","","","6521.0","","","","","6307.0","","","","","5783.0","","","","","4922.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_45～49","人","9460.0","","","","","7316.0","","","","","6100.0","","","","","5908.0","","","","","5529.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_50～54","人","10431.0","","","","","8732.0","","","","","6794.0","","","","","5734.0","","","","","5599.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_55～59","人","9558.0","","","","","9509.0","","","","","8077.0","","","","","6377.0","","","","","5428.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_60～64","人","7898.0","","","","","8793.0","","","","","8992.0","","","","","7687.0","","","","","6262.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_65～69","人","7398.0","","","","","6559.0","","","","","7554.0","","","","","7902.0","","","","","7041.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_70歳以上","人","16330.0","","","","","16600.0","","","","","16466.0","","","","","17424.0","","","","","19100.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_（70～74）","人","…","","","","","…","","","","","…","","","","","6605.0","","","","","7104.0","","","","","…",""
"農業編（農家・人口）_13_男女別年齢別世帯員数_女_（75歳以上）","人","…","","","","","…","","","","","…","","","","","10819.0","","","","","11996.0","","","","","…",""
"農業編（農家・人口）_13_販売農家","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農家・人口）_13_販売農家_男女計","人","…","","","","","170612.0","","","","","153019.0","","","","","136224.0","","","","","122254.0","","","","","102640.0",""
"農業編（農家・人口）_13_販売農家_男女計_14歳以下","人","…","","","","","30672.0","","","","","25697.0","","","","","19326.0","","","","","15471.0","","","","","10338.0",""
"農業編（農家・人口）_13_販売農家_男女計_15～19","人","…","","","","","9625.0","","","","","9398.0","","","","","8142.0","","","","","7617.0","","","","","5859.0",""
"農業編（農家・人口）_13_販売農家_男女計_（15）","人","…","","","","","2226.0","","","","","2037.0","","","","","…","","","","","…","","","","","…",""
"農業編（農家・人口）_13_販売農家_男女計_（16～19）","人","…","","","","","7399.0","","","","","7361.0","","","","","…","","","","","…","","","","","…",""
"農業編（農家・人口）_13_販売農家_男女計_20～24","人","…","","","","","9420.0","","","","","7313.0","","","","","7075.0","","","","","6736.0","","","","","5680.0",""
"農業編（農家・人口）_13_販売農家_男女計_25～29","人","…","","","","","9792.0","","","","","7592.0","","","","","5900.0","","","","","5791.0","","","","","4614.0",""
"農業編（農家・人口）_13_販売農家_男女計_30～34","人","…","","","","","10565.0","","","","","8597.0","","","","","6489.0","","","","","4813.0","","","","","4141.0",""
"農業編（農家・人口）_13_販売農家_男女計_35～39","人","…","","","","","10704.0","","","","","9757.0","","","","","7990.0","","","","","6091.0","","","","","4127.0",""
"農業編（農家・人口）_13_販売農家_男女計_40～44","人","…","","","","","9293.0","","","","","9976.0","","","","","9249.0","","","","","7591.0","","","","","5370.0",""
"農業編（農家・人口）_13_販売農家_男女計_45～49","人","…","","","","","10466.0","","","","","8624.0","","","","","9408.0","","","","","8456.0","","","","","6678.0",""
"農業編（農家・人口）_13_販売農家_男女計_50～54","人","…","","","","","13020.0","","","","","9669.0","","","","","8177.0","","","","","8701.0","","","","","7665.0",""
